context,question,answers,label,id_string
"It is difficult to keep deep wounds free of bacteria. Even strong antibiotics fail to kill the bacteria that live in such wounds. However, many physicians have succeeded in eliminating bacteria from deep wounds by packing the wound with a sweet substance like sugar.","Which one of the following, if true, most helps to explain why treating deep wounds with sugar as described above is successful?","["Bacteria that live in deep wounds thrive in a moist environment, and sugar has a dehydrating effect.", "Sugar that is nearly pure is readily available for use in medical treatments.", "Many kinds of bacteria can use sugar as a nutrient and will reproduce rapidly when sugar is available to them.", "Some foods that contain sugar can weaken the effects of certain antibiotics.", "Strong antibiotics were developed only recently, but the use of sugar as a treatment for wounds dates back to ancient times."]",0,199106_3-LR1_1_1
"Computer operating system software has become increasingly standardized. But when a large business with multiple, linked computer systems uses identical operating system software on all of its computers, a computer vandal who gains access to one computer automatically has access to the data on all the computers. Using a program known as a "virus," the vandal can then destroy much of the data on all the computers. If such a business introduced minor variations into its operating system software, unauthorized access to all the computers at the same time could be virtually eliminated. Furthermore, variations in operating system software can be created without any loss of computer compatibility to the business. Therefore, it is advisable for businesses to implement such variations.","Which one of the following, if true, supports the conclusion in the passage?","["Standardization of computer operating system software has increased computer compatibility among different businesses.", "Correcting any damage resulting from an invasion by a computer virus program is more expensive than preventing the damage.", "It is not costly for a business to maintain incompatible computer operating systems.", "There are other kinds of destructive computer programs that do not depend on intercomputer links.", "Not all businesses need to share data among their internal computer systems."]",1,199106_3-LR1_15_15
"Computer operating system software has become increasingly standardized. But when a large business with multiple, linked computer systems uses identical operating system software on all of its computers, a computer vandal who gains access to one computer automatically has access to the data on all the computers. Using a program known as a "virus," the vandal can then destroy much of the data on all the computers. If such a business introduced minor variations into its operating system software, unauthorized access to all the computers at the same time could be virtually eliminated. Furthermore, variations in operating system software can be created without any loss of computer compatibility to the business. Therefore, it is advisable for businesses to implement such variations.","Which one of the following can be inferred from the passage?","["If a business does not introduce variety into its computer operating systems, it will lose data on its computers because of damage from virus programs.", "If a computer virus program is introduced into a business' computer, all of the data on that computer will be destroyed.", "If a business introduces variety into its linked computer operating systems, it will have increased overall protection for its systems, but will not have protected every computer from viral invasion.", "If a business does not have multiple, linked computer systems, its computers cannot be protected from computer viruses.", "If minor variations are created in computer operating system software, it will be easier to access the data on the computers that use that software."]",2,199106_3-LR1_15_16
"It is the mark of a superior conductor that he or she has the authority to insist, even with a top orchestra, that rehearsal work must be intensified. This authority cannot simply be claimed; the conductor must earn it by winning the orchestra's respect for the artistic interpretations he or she is currently pursuing.","In taking the position outlined, the author presupposes which one of the following?","["Superior conductors devise different interpretations of a composition for each orchestra with which they perform it.", "Superior conductors are perfectionists who are never satisfied with any performance even by a top orchestra.", "Top orchestras are always ready to put in additional work on rehearsals if the conductor considers additional rehearsing necessary.", "Top orchestras can appreciate the merits of an interpretation even before they have brought it to full realization.", "Even top orchestras are not always led by superior conductors."]",3,199106_3-LR1_16_17
"In the United States proven oil reserves—the amount of oil considered extractable from known fields—are at the same level as they were ten years ago. Yet over this same period no new oil fields of any consequence have been discovered, and the annual consumption of domestically produced oil has increased.","Which one of the following, if true, best reconciles the discrepancy described above?","["Over the past decade the annual consumption of imported oil has increased more rapidly than that of domestic oil in the United States.", "Conservation measures have lowered the rate of growth of domestic oil consumption from what it was a decade ago.", "Oil exploration in the United States has slowed due to increased concern over the environmental impact of such exploration.", "The price of domestically produced oil has fallen substantially over the past decade.", "Due to technological advances over the last decade, much oil previously considered unextractable is now considered extractable."]",4,199106_3-LR1_17_18
"Train service suffers when a railroad combines commuter and freight service. By dividing its attention between its freight and commuter customers, a railroad serves neither particularly well. Therefore, if a railroad is going to be a successful business, then it must concentrate exclusively on one of these two markets.","For the argument to be logically correct, it must make which of the of the following assumptions?","["Commuter and freight service have little in common with each other.", "The first priority of a railroad is to be a successful business.", "Unless a railroad serves its customers well, it will not be a successful business.", "If a railroad concentrates on commuter service, it will be a successful business.", "Railroad commuters rarely want freight service as well."]",2,199106_3-LR1_18_19
"Most people in the United States view neither big nor small business as particularly efficient or dynamic and regard both as providing consumers with fairly priced goods and services. However, most people consistently perceive small business as a force for good in society, whereas big business is perceived as socially responsible only in times of prosperity.","The statements above, if true, would provide the strongest support for which one of the following hypotheses?","["Most people in the United States give little thought to the value of business to society.", "If big business were more efficient, it would be perceived more favorably by the public generally.", "If small business were regarded as being more dynamic, it, too would receive strongly favorable ratings only in times of general prosperity.", "Even if people did not regard big business as providing consumers with value for their money, they would still regard it as socially responsible in times of general prosperity.", "Many people in the United States regard the social responsibility of big business as extending beyond providing consumers with fairly priced goods and services."]",4,199106_3-LR1_19_20
"The energy an animal must expend to move uphill is proportional to its body weight, whereas the animal's energy output available to perform this task is proportional to its surface area. This is the reason that small animals, like squirrels, can run up a tree trunk almost as fast as they can move on level ground, whereas large animals tend to slow down when they are moving uphill.","Which one of the following is an assumption on which the explanation above depends?","["The amount of energy needed to move uphill is no greater for large animals than it is for small animals.", "Small animals can move more rapidly than large animals can.", "The ratio of surface area to body weight is smaller in large animals than it is in small animals.", "There is little variation in the ratio of energy output to body weight among animals.", "The amount of energy needed to run at a given speed is proportional to the surface area of the running animal."]",2,199106_3-LR1_20_21
"The 1980s have been characterized as a period of selfish individualism that threatens the cohesion of society. But this characterization is true of any time. Throughout history all human actions have been motivated by selfishness. When the deeper implications are considered, even the simplest "unselfish" acts prove to be instances of selfish concern for the human species.","Which one of the following is a flaw in the argument?","["The claim that selfishness has been present throughout history is not actually relevant to the argument.", "No statistical evidence is provided to show that humans act selfishly more often than they act unselfishly.", "The argument assumes that selfishness is unique to the present age.", "The argument mentions only humans and does not consider the behavior of other species.", "The argument relies on two different uses of the term \"selfish.\""]",4,199106_3-LR1_21_22
"A medical journal used a questionnaire survey to determine whether a particular change in its format would increase its readership. Sixty-two percent of those who returned the questionnaire supported that change. On the basis of this outcome, the decision was made to introduce the new format.","Which one of the following, if it were determined to be true, would provide the best evidence that the journal's decision will have the desired effect?","["Of the readers who received questionnaires, 90 percent returned them.", "Other journals have based format changes on survey results.", "The percentage of surveyed readers who like the format change was almost the same as the percentage of the entire potential readership who would like the format change.", "It was determined that the new format would be less costly than the old format.", "Ninety percent of the readers who were dissatisfied with the old format and only 50 percent of the readers who liked the old format returned their questionnaires."]",2,199106_3-LR1_22_23
"Shanna: Owners of any work of art, simply by virtue of ownership, ethically have the right to destroy that artwork if they find it morally or aesthetically distasteful, or if caring for it becomes inconvenient. Jorge: Ownership of unique artworks, unlike ownership of other kinds of objects, carries the moral right to possess but not to destroy. A unique work of art with aesthetic or historical value belongs to posterity and so must be preserved, whatever the personal wishes of its legal owner.","Which one of the following principles, if accepted, would contribute most to Shanna's defense of her position against that of Jorge?","["Truly great works of art are never morally or aesthetically distasteful to any serious student of the history of art.", "The right of future generations to have their artistic heritage preserved is of greater importance than the rights of any presently living individual.", "It would be imprudent to allow the present stock of artworks to be destroyed without some guarantee that the artists of the future will produce works as great as those produced in the past.", "There are certain entities over which no one would be ethically justified in claiming absolute rights to ownership.", "The autonomy of individuals to do what they wish with what is theirs must not be compromised in the absence of a threat to anyone's health or safety."]",4,199106_3-LR1_23_24
"Shanna: Owners of any work of art, simply by virtue of ownership, ethically have the right to destroy that artwork if they find it morally or aesthetically distasteful, or if caring for it becomes inconvenient. Jorge: Ownership of unique artworks, unlike ownership of other kinds of objects, carries the moral right to possess but not to destroy. A unique work of art with aesthetic or historical value belongs to posterity and so must be preserved, whatever the personal wishes of its legal owner.","On the basis of their statements, Shanna and Jorge are committed to disagreeing about the truth of which one of the following statements?","["Anyone who owns a portrait presenting his or her father in an unflattering light would for that reason alone be ethically justified in destroying it.", "People who own aesthetically valuable works of art have no moral obligation to make them available for public viewing.", "Valuable paintings by well-known artists are seldom intentionally damaged or destroyed by their owners.", "If a piece of sculpture is not unique, its owner has no ethical obligation to preserve it if doing so proves burdensome.", "It is legally permissible for a unique and historically valuable mural to be destroyed by its owner if he or she tires of it."]",0,199106_3-LR1_23_25
"Radioactive waste from nuclear power plants has been temporarily stored on-site, but this is not a satisfactory kind of place for long-range storage. Since no suitable plan of safe permanent storage of such waste from the nation's existing and planned nuclear plants has been devised, some people propose that we should stop trying to develop such a plan and instead should shut down all present nuclear plants and build no new nuclear plants.","The proposal mentioned above falls short of offering a complete solution to the problem it addresses because","["it would prevent the development of safe technologies for producing electric power", "it does not distinguish between nuclear plants that have, and plants that do not have, a reputation for operating safely", "it does not provide for the permanent storage of already-existing waste", "the generation of electric power from fossil fuels is relatively safe", "the risks of unsafe disposal of waste from nuclear power plants lie in the future, but the benefits from such plants are in the present"]",2,199106_4-LR2_1_1
"Only 1,000 to 2,000 species of fruit flies exist worldwide. Nowhere in the world are fruit flies more taxonomically diverse than in the Hawaiian islands, which host some 500 species. A subset of fruit flies called the picture-winged drosophilids is represented in Hawaii by 106 species. All of the fruit fly species now present in the Hawaiian archipelago are thought to be the descendants of the same one or two ancestral females.","Which one of the following can be inferred from the passage?","["All of the picture-winged drosophilids in Hawaii are believed to be the descendants of the same one or two ancestral female fruit flies.", "Picture-winged drosophilids are found only in the Hawaiian islands.", "All of the 1,000 to 2,000 species of fruit flies worldwide are believed to be the descendants of one or two females.", "If 500 new species of fruit flies were discovered, then Hawaiian fruit flies would no longer be the most taxonomically diverse population.", "Some fruit flies originated in Hawaii and spread from there to other parts of the world."]",0,199106_4-LR2_2_2
"In 1860 Bavarian quarry workers discovered the impression of a feather in a limestone slab dating to the Mesozoic era. It had previously been assumed that birds developed only after the close of the Mesozoic era and after the disappearance of pterosaurs, a species characteristic of that era. But there in limestone lay the imprint of a fully aerodynamic, three-inch-long feather. This, therefore, must have been the earliest bird—certainly, the earliest found to that date.","The argument assumes which one of the following?","["The creature to which the feather belonged was a descendant of the pterosaurs.", "Birds with such feathers were preceded by species of birds with less-developed feathers.", "In the Mesozoic era, no creatures other than birds had such feathers.", "The feather belonged to a Mesozoic creature that was neither a pterosaur nor a bird, but an intermediate between them.", "The earliest bird flew in an awkward manner."]",2,199106_4-LR2_3_3
"State researchers have found that since the oil price increases of the 1970s, there has been a decline in home energy consumption. They concluded that almost all of the decline has been achieved through reduced standards of living and changes in the way people spend their time.","Each of the following, if true, would support the conclusion above EXCEPT:","["Sales of portable heaters rose as families concentrated their winter activities in a limited number of rooms.", "During the winter months, more people frequented public places such as libraries and community centers and, on the average, spent considerably longer periods in them than they had previously.", "More than 39 percent of households were able to decrease energy costs substantially by having relatively inexpensive work done to improve the efficiency of their existing heating systems.", "At least 59 percent of households maintained a lower indoor temperature than they had been accustomed to maintain on very cold days.", "Members of at least 60 percent of households showered for shorter periods of time than they had previously."]",2,199106_4-LR2_4_4
"Senator Strongwood reported that, contrary to a study cited by the administration, a thorough study by his own party concluded that a reduction in the capital gains tax would lead to an increase in the federal deficit. "Hooray for common sense," he said. "Everyone knows that when you cut taxes you lose revenue." He concluded that the administration's plan for reducing the capital gains tax was now dead, because he could not imagine any senator voting to increase the deficit.","Which one of the following accurately describes something Senator Strongwood does in advancing his argument?","["He implies that increasing the capital gains tax would decrease the federal deficit.", "He assumes senators will believe his party's report instead of the administration's.", "He resorts to name-calling by expressly stating that his opponents lack common sense.", "He assumes that senators will rarely vote for unpopular legislation.", "He assumes that a study commissioned by his party must be more objective than one commissioned by the administration."]",1,199106_4-LR2_5_5
"The most successful economies have been, and will continue to be, those that train as many people as possible in the human skills required to research, to develop, and to apply new technology. Japan is a model for this sort of training effort. Europe as a whole is in a weaker position: there is a shortage of skilled labor trained to use the new technologies, and there are not enough scientists able to develop and apply the technology. However, even in Japan there is a shortage of technically qualified people, and, like most European countries, Japan has far too many workers qualified to perform only menial tasks.","Which one of the following can be properly inferred from the passage?","["There is a greater worldwide shortage of research scientists than there is of engineers.", "Japan is not the best country against which to measure a country's economic success.", "Japan's successful economy depends upon an uncommonly narrow base of highly skilled labor.", "To be economically more successful, Europe needs to train more people in the new technologies.", "European countries have economies that are more successful than those of most other countries."]",3,199106_4-LR2_6_6
"When Cortez arrived in Mexico in A.D. 1519, he observed the inhabitants playing a ceremonial game with a rubber ball. The pre-Columbian inhabitants of Mexico began to use rubber around A.D. 1000. Thus, we can be sure that the game must have originated sometime between approximately A.D. 1000 and Cortez' arrival.","The conclusion reached above depends on which one of the following assumptions?","["The pre-Columbian inhabitants of Mexico played games on all ceremonial occasions.", "The making of rubber balls was one of the earliest uses of rubber by the inhabitants of Mexico.", "The ceremonial game referred to was popular throughout Mexico.", "The game had been played since its inception with a rubber ball.", "The dating of the first use of rubber in Mexico was due to Cortez."]",3,199106_4-LR2_7_7
"The Baysville Chamber of Commerce recently met to discuss a proposal to beautify the Baysville area's freeways by relocating power lines, adding landscaping, and removing billboards. At the meeting, Mary Simms, who was representing an outdoor advertising company, declared, "Billboards are the basis of our business. If they are torn down, our ability to earn a living will be severely damaged." "I don't agree," said Jack Jordan, a local merchant. "The basis of our business is an attractive community. People who might shop in Baysville don't want to see ugly billboards on their way into town. Billboards are hurting our ability to earn a living."","Jack Jordan's remarks suggest that he is misinterpreting which one of the following words used by Mary Simms?","["billboards", "basis", "our", "ability", "damaged"]",2,199106_4-LR2_8_8
"Some people are Montagues and some people are Capulets. No Montague can be crossed in love. All Capulets can be crossed in love. Therefore, Capulets are not Montagues. Anyone who is not a Montague is intemperate.","Assume that all of the statements in the passage are true. If it is also true that no Montague is intemperate, then which one of the following must be true?","["The only people who can be crossed in love are intemperate Capulets.", "Anyone who is not a Capulet is a Montague.", "All intemperate people can be crossed in love.", "All intemperate people are Capulets.", "All Capulets are intemperate."]",4,199106_4-LR2_9_9
"The formation of hurricanes that threaten the United States mainland is triggered by high atmospheric winds off the western coast of Africa. When abundant rain falls in sub-Saharan Africa, hurricanes afterward hit the United States mainland with particular frequency. Therefore, the abundant rains must somehow promote the ability of the winds to form hurricanes.","Which one of the following arguments contains a flaw that is most similar to one in the argument above?","["People who exercise vigorously tend to sleep well. Therefore, people who exercise vigorously tend to be healthy.", "Cars drive faster on long city blocks than on short city blocks. Long blocks are thus more dangerous for pedestrians than short blocks.", "Many people who later become successful entrepreneurs played competitive sports in college. Therefore, playing competitive sports must enhance a person's entrepreneurial ability.", "The blossoms of the chicory plant close up in full sun. Therefore, the chicory plant's blossoms must open up in the dark.", "Events in Eastern Europe can affect the political mood in Central America. Therefore, liberalization in Eastern Europe will lead to liberalization in Central America."]",2,199106_4-LR2_10_10
"It is even more important that we criticize democracies that have committed human rights violations than that we criticize dictatorships that have committed more violent human rights offenses. Human rights violations are always inexcusable, but those committed by governments that represent the will of the people are even more reprehensible than those committed by dictators. Further, our criticism is more likely to have an effect on the former than on the latter.","Which one of the following is a proper inference from the passage?","["All governments commit some inexcusable and reprehensible acts.", "Some human rights violations are more reprehensible than other, more violent human rights violations.", "Criticism of human rights violations is certain to have no effect on a dictatorship.", "Human rights violations are more likely to occur in democracies than in dictatorships.", "Those who do represent the will of the people are less likely to be moved by criticism than are those who merely claim to represent the will of the people."]",1,199106_4-LR2_11_11
"A recent study found that snoring, though not common in either group, is more common among smokers than among nonsmokers. On the basis of this evidence, the author hypothesized that smoking by itself can induce snoring.","Which one of the following, if true, casts the most doubt on the author's hypothesis?","["Stress induces both snoring and smoking in certain individuals.", "Obesity induces many individuals to smoke.", "Most snorers do not smoke.", "Most smokers do not snore.", "Both smoking and snoring cause throat problems."]",0,199106_4-LR2_12_12
"The press reports on political campaigns these days as if they were chess games. One candidate's campaign advisor makes a move; the other candidate's advisor makes a countermove. The press then reports on the campaign advisors and not on the candidates. The losers in this chess game are the voters. They are deprived of the information they need to make informed decisions because the press is ignoring substantive policy issues and reporting only on the process of the campaign. It is clear that the campaign advisors should stay out of the limelight and let the press report on the most revealing positions on substantive issues the candidates have taken.","Which one of the following is an assumption upon which the argument in the passage depends?","["Chess is the most appropriate analogy to reporting on political campaigns.", "The candidates in the election are taking positions on substantive policy issues.", "How the press reports politics determines the substantive issues in the campaign.", "The voters are not paying enough attention to the election to be able to make informed decisions.", "There is no difference between reporting on the political process and reporting on substantive issues."]",1,199106_4-LR2_13_13
"The press reports on political campaigns these days as if they were chess games. One candidate's campaign advisor makes a move; the other candidate's advisor makes a countermove. The press then reports on the campaign advisors and not on the candidates. The losers in this chess game are the voters. They are deprived of the information they need to make informed decisions because the press is ignoring substantive policy issues and reporting only on the process of the campaign. It is clear that the campaign advisors should stay out of the limelight and let the press report on the most revealing positions on substantive issues the candidates have taken.","Which one of the following can be inferred from the passage?","["The candidates prefer that the press report on substantive policy issues.", "The press enjoys being in the limelight during political campaigns.", "The candidates believe political campaigning is analogous to a chess game.", "The reporters find it easier to report on the processes and personalities of a campaign than on substantive policy issues.", "Reporting on the campaign advisors is not providing all of the information the voters need in order to make informed decisions."]",4,199106_4-LR2_13_14
"Studies of brain lateralization in animals have purported to show that, whereas most human beings are right-handed, about half of any given group of animals will be "left-handed" (i.e., showing a preference for their left limbs) and half will be "right-handed." This finding is suspect, however; it has long been noted that dogs will almost always "shake hands" with the right paw.","Which one of the following, if true, is the strongest defense against the counterexample of dogs that "shake hands" ?","["Dogs are observed to scratch themselves with the left leg as well as with the right leg.", "People who observe dogs \"shaking hands\" are observing a behavior that dogs perform only with a front paw.", "Left-handed people sometimes feel inconvenienced or even stigmatized in a \"right-handed world,\" but dogs face no analogous difficulties.", "Dogs that have lost a limb are able to compensate for the loss, regardless of whether the limb was lost from the right or left side.", "In learning to perform tricks, dogs are influenced by the behavior of their trainers."]",4,199106_4-LR2_14_15
"Professor: If both parents have type O blood then their children can only have type O blood. This is a genetic law. Student: But that's not true. My father has type B blood and I have type O blood.","The student has most likely misinterpreted the professor's remark to imply that","["only people with type O blood can have children with type O blood", "people with type O blood cannot have children with type B blood", "people with type B blood invariably have children with type O blood", "what is true of one child in the family must also be true of all children in that family", "if both parents have type B blood, then their child will have type B blood"]",0,199106_4-LR2_15_16
